path,bytes,sha256
docking\ligands\HP-016.pdbqt,3021,bd14c89593d7be95ad0ec897160483c39a709bf89b63bf21163ee7c4233c44b0
docking\ligands\HP-017.pdbqt,2023,a2260117a83f392e1156d0d85cc6ceebcb27e01fbb14b1cb5744a5e23272217c
docking\ligands\HP-018.pdbqt,3748,03be51836fbe0979885ecc58df75c49bdb316dbbb8da61178bf20afaad3edd56
docking\ligands\HP-019.pdbqt,2747,ad586c629b29f8fc48165013c7a43e814e9b71f174bc8eab7ed4770510b1874b
docking\ligands\HP-020.pdbqt,2800,0f2ed9ef3784d1add75f798f5a08199e8a8b427209912ccc1e89c34d05d97216
docking\ligands\HP-021.pdbqt,1647,3a4e37ab77f4b7f657f3689b24907ef3ac351c496ca6a46e13cb95005015fb2c
docking\ligands\HP-022.pdbqt,1436,63296b93297a2a1200fc945c0baf28c847db9c48d2cefec103fac2a55d5407d0
docking\ligands\HP-023.pdbqt,1651,bb9f70ce49035e2d1ed7255177590a1b1788384011b6290b3148e2180243a2a1
docking\ligands\HP-024.pdbqt,1670,e815de81894c134d15502a3ebea6a3893dfcdbcdcd0f7ee233dd4f30cee5b925
docking\ligands\HP-025.pdbqt,1896,fa48644c019dc02a3045b31333417ac35b71f0c37b48608c0b6bdc470bf9c9a0
docking\ligands\HP-026.pdbqt,2021,240ad3a75248b523e72f79261174f4332e7b44edd4250cefd29bb608048c88e6
docking\ligands\HP-027.pdbqt,2646,9d09935ed8a29d5fa4544ab35d84f8cddf11dd43ac4bf78a4e4ab3f5cf886e04
docking\ligands\HP-028.pdbqt,2645,24454db9d48d9460b141eaf9c3bdcb6240f1b23d150f96a36fd9e99807ee31e5
docking\ligands\HP-029.pdbqt,4133,cf7bc30c57e9a88d2073b575e96d28d862311fb51de76f2c898cfddeb0e9c7a9
docking\ligands\HP-030.pdbqt,3212,dd31d4ef82b91df78468e30a093ac6c89afa3576484986bab2fa361cbc17c5cd
docking\ligands\HP-031.pdbqt,2098,d54a220def86dacbdfe283bd6615ad29a98982303d8dda0543c64f3189e5f0cb
docking\ligands\HP-032.pdbqt,2345,60897e5db66f4e134a56a57e493edff291301abf4892dda324b2208c86d7d949
docking\ligands\HP-033.pdbqt,2043,0b80dc18be9acd53327ccdca6874e06128915d5ec6d755525ec806b74126ce3a
docking\ligands\HP-034.pdbqt,2224,f9e93b9796f9067ecbaeb4e9fd66b36f744a0d1ab506e03184a7608e5ec5b0fa
docking\ligands\HP-035.pdbqt,3050,ee3b07a037e7ac136f0a36842ceb2f5c53e2001e7c11471b32da5843a6b7a8b9
docking\ligands\HP-036.pdbqt,2904,76d390c4f00e6aebfa4961bf195b3041e005b55c7557ae6c118087478224f631
docking\ligands\HP-037.pdbqt,2934,9a36b34818205a0e97be2d81e8ac42d6c28d1d0fe653c0117da9de380bf67462
docking\ligands\HP-038.pdbqt,3420,d7b95c3cf417ee7fb286ea9ea54842917775e7dd01509595829e57e4f8aefb3f
docking\ligands\HP-039.pdbqt,6535,e1f35cd66aacfb58f977df45c7c2d341654bbeaa0e9c2e6e6bf810082303df3a
docking\ligands\HP-040.pdbqt,3310,6532c82cdf10a64a4684b16e8a4b58d0bbf4042dc2451a4372df6a5c2ed61962
docking\ligands\HP-041.pdbqt,3310,dfd7a14c6c843b2c555379c6f16907ca9f7f8797828e4037bbf9ebf5e9bbff0e
docking\ligands\HP-042.pdbqt,2208,1d8b787848f9a4df7a6c86ccc8dcbdbead83e119a346c0eaf54de65c5a9a60c3
docking\ligands\HP-044.pdbqt,1318,cef6ab4d00c78d6ef5662bb88b19b8020fab4dc0a0bf57cde2ca8f9db96799a8
docking\ligands\HP-045.pdbqt,1244,7763258af34f38397fa36f85d25ac010ec223ac11bce18d9cab4ffc1a904d0dc
docking\ligands\HP-046.pdbqt,1476,3c5d96f79fbae10ecda6ea95174d88f5184ffdf6c9995611e3b7600a68156ff5
docking\ligands\HP-047.pdbqt,1475,7c9e9dad8a17d5df175378cdf3279de1dcbb1a2fcac81d8ccf8d761f95737173
docking\ligands\HP-048.pdbqt,1588,117145d6d3ab78383420da651c01368014e1f9ece5da6cdc27aac47d2631d8d0
docking\ligands\KEAP1_KELCH_IQK_redock.pdbqt,4081,2a07af2a0ae8fe3965721cb14e6997e6027159cc18731d67c9e4e363427386d3
docking\ligands\NV-001.pdbqt,3558,da1a547ec2ab0a46efda13c8c043a38ce629252ba9f5b4dbd49244e63c189ca8
docking\ligands\NV-002.pdbqt,3541,ec13984a9b7101bf4b0a629284fed065f543c3d707ba055e3635960a14a51e49
docking\ligands\NV-003.pdbqt,3663,a24c69a3dd49a37c5ab44110dbe76c6cb79279c27a5069db1988e824261bfbb1
docking\ligands\NV-004.pdbqt,3875,dab9ef7a2d4c30699bd6ab044d84fa29d28bce60b36de8545adeefa188c95e5e
docking\ligands\NV-005.pdbqt,2929,ebde8163fb7befe0d6bef4c473a1630701ac5b6188cbd4c656e3a0dc749e10e3
docking\ligands\NV-006.pdbqt,2456,77da24ad13e87104001e797b6282b7291ddf5a8a5715d3fa72fdf0662adf3a1a
docking\ligands\NV-007.pdbqt,2803,b57fea65b9ed214c2eed25f46618d28866a2accddc565f01f7df9d1f93a00c5b
docking\ligands\NV-008.pdbqt,3405,3cf37d88868eab273b426085811f8e67f92ac2c2fd9282bb13fff5affa1a3dbc
docking\ligands\NV-009.pdbqt,2802,8a251841d14eee4c36ba3b0e85797392de5d74c168c5c169fb53eaa93a63700a
docking\ligands\NV-010.pdbqt,2864,e9394f5d89518578dc654c7a542bd6fe50b6610ac68fb64f661ffb908e70e5cc
docking\ligands\NV-011.pdbqt,3214,5e239123c6a2cd4d7f791590cad0b4b167dc8af395f115bd3774fd3a4717cf38
docking\ligands\NV-012.pdbqt,3223,458b41af79be84bf4682addee8de744a7918357e4c60f5653e0e489c67ae9215
docking\outputs\FXR_LBD_FEX_redock_out.pdbqt,20840,462f4a5292b96ab62e9f63227aa8015b1a78e4f59e8121e9150b0073fed49323
docking\outputs\HP-001_FXR_LBD_out.pdbqt,26577,f2de373e6ae8db1613f717d5180a64ced1bd04a929a72f2e5d72a7a4e1675bf4
docking\outputs\HP-001_KEAP1_KELCH_out.pdbqt,26577,6edc7b5a5c1d704281c3b93568a5a5ef9bebe047978e0c20c73af1e88508332e
docking\outputs\HP-002_FXR_LBD_out.pdbqt,24633,69d587231b54cfe7c3776e29062d1fd7977cb91bb3c22f41f1e2d55805478579
docking\outputs\HP-002_KEAP1_KELCH_out.pdbqt,24633,248b42b8c0c2a5f0a00626b70e93858f21cba6844d6fd8913f00c70f013f1012
docking\outputs\HP-003_FXR_LBD_out.pdbqt,45680,423a7817d12d7aa89c3a99222a4db045c7b723e1c0a7b875d9436a06581834d8
docking\outputs\HP-003_KEAP1_KELCH_out.pdbqt,51390,b920c1963acc9719e91d015a24c772bda596fe5a664576c72383c97796389a68
docking\outputs\HP-004_FXR_LBD_out.pdbqt,22689,56eb2644ec0928e5ccc4144f13aee8a210de5cb2bf1f9b00c468024f79166b3a
docking\outputs\HP-004_KEAP1_KELCH_out.pdbqt,22689,91750f40154b83fadf13b123453a24da12fddeaa6a10b278844c40d2e342ca57
docking\outputs\HP-005_FXR_LBD_out.pdbqt,24633,088d56f2e40fb476d4aca875b791b5e58851a2a7839ee6345168a3d7f6a23cf4
docking\outputs\HP-005_KEAP1_KELCH_out.pdbqt,24633,8db6cac43ee0334ac3dcc8c0aeea46e8b6b06667ddd3647fa2c0e67a1150fa34
docking\outputs\HP-006_FXR_LBD_out.pdbqt,20754,a65120765503485f232aca4b02db2ba52b34cb06ec2a241c5685915072fa4e1f
docking\outputs\HP-006_KEAP1_KELCH_out.pdbqt,20754,82aa34f1aced9cc03ab6a6cc99228e07d40364786bd3c99277774b33b60ef68c
docking\outputs\HP-007_FXR_LBD_out.pdbqt,34992,ef400705469d2c10fd5b723a1cb0c3868282c772fedc93954b075a6e38a76ee5
docking\outputs\HP-007_KEAP1_KELCH_out.pdbqt,34992,fcc6fd472a8c8cbb227b43715f051dcdf1b9c5f64e4a1df57a2c53fcf6a214f3
docking\outputs\HP-008_FXR_LBD_out.pdbqt,20745,74cf5278af8cd37edecab194a84a3b8378abd0e4051ad9abb51b2774b9db1a41
docking\outputs\HP-008_KEAP1_KELCH_out.pdbqt,20745,4b2b06d43109af80810a6c031c1325da8b4f583fbc7346f2a8336abfbbbd3188
docking\outputs\HP-009_FXR_LBD_out.pdbqt,26964,6d05b14d220deae682bb4222950a7ff7f5445b15b5ae4b5e3c0e1329b1dc8adb
docking\outputs\HP-009_KEAP1_KELCH_out.pdbqt,26964,ae59b759de96a27b36ea8c5d2ad2530d6d5d4fa026037ba5f71ec31bd5c527a2
docking\outputs\HP-010_FXR_LBD_out.pdbqt,53721,0d438aaf5ee4e56a591592ab644ebeaf99af55c4d3d7a9e61bddb7130c66813c
docking\outputs\HP-010_KEAP1_KELCH_out.pdbqt,53721,15a1823ea87fb444d27894e11e8118a8c02ea3288f06bb501532653cac11dfd8
docking\outputs\HP-011_FXR_LBD_out.pdbqt,22689,e190f385103bc024de1b3b88df90594677a2974d38c91fa5ca85ab8a0cd27587
docking\outputs\HP-011_KEAP1_KELCH_out.pdbqt,22689,60c1ad33a168a14335b3b0af81263566f52d3b1f7c2920814ce64a537fbf7e5e
docking\outputs\HP-012_FXR_LBD_out.pdbqt,20745,0240ca5c82a5d24d930c0b2f95b54e9516be5fb1916cd775422522bba63eba7e
docking\outputs\HP-012_KEAP1_KELCH_out.pdbqt,20745,9ad4aa606a9d55710302d9cc8f118cd42bf657561d267f8cfafb8b8cc8fc38ad
docking\outputs\HP-013_FXR_LBD_out.pdbqt,34992,d7e48fe82b4efe5966b697394fb9ab00351287b4720ad70f6ad9813a7493e7fb
docking\outputs\HP-013_KEAP1_KELCH_out.pdbqt,34992,3e2ea3762d3cd4ab6242d4d61ef5e7e78b46585211cc1562da79934c6c490df6
docking\outputs\HP-014_FXR_LBD_out.pdbqt,28737,d5c6634c72357e109fd33718ca06c2760df27b7889a22cd60b87c7786a65379f
docking\outputs\HP-014_KEAP1_KELCH_out.pdbqt,28737,b5f60b3a2f0524cb5db7618f06d3d2798b272e12cec83a009dadbf6a68452a3e
docking\outputs\HP-015_FXR_LBD_out.pdbqt,34407,4e83e24b711819ff5e2ded3d5cf4ce40e5621b5d5747ceb868062c38f06d8a2f
docking\outputs\HP-015_KEAP1_KELCH_out.pdbqt,34407,c047f6b4cf229389a24797629ea5238a159f09a11cb5d538aeef7659a2a18a34
docking\outputs\HP-016_FXR_LBD_out.pdbqt,29754,799922259e855c363feca28affc324182fc64fe9588434801621f5a79efcb9c0
docking\outputs\HP-016_KEAP1_KELCH_out.pdbqt,29754,1b682ac0a455aba01c35ceffdb2597d2b5542646a0c0c1ef06fc467547c813b0
docking\outputs\HP-017_FXR_LBD_out.pdbqt,20592,7d49dbe976c767914e7f9e2306c2d07c28a6be3089df055cd1047b8c6446ec26
docking\outputs\HP-017_KEAP1_KELCH_out.pdbqt,20592,57c85bb9b9a8f2271f7ee6fea60639af38cae69eeda29169e88bfece8f5de9ae
docking\outputs\HP-018_FXR_LBD_out.pdbqt,36405,f2792d950e7e1823c0aeabc4472293becee660a667a22068db9b29953ffb6c3d
docking\outputs\HP-018_KEAP1_KELCH_out.pdbqt,36405,0753d88a0526e78db0a03a27355a09fc4d4c1e5a49bcc83ea1b71c2e58d9d96c
docking\outputs\HP-019_FXR_LBD_out.pdbqt,27252,8b02f20d26d247ca2bda31d2c7790920e21ad76fb2264398a9134cf88a3a9962
docking\outputs\HP-019_KEAP1_KELCH_out.pdbqt,27252,9bfdd69a5a3d3493a9a3eb84578ac04a04d431b7cf3e469c02dce757ecb437ca
docking\outputs\HP-020_FXR_LBD_out.pdbqt,27720,ef7842a02fea0c152b6770c58951292e0dfd5cf615252300d2e7715730cd7817
docking\outputs\HP-020_KEAP1_KELCH_out.pdbqt,27720,96c180c0a3d1f26d776dc50dcf8a137c5a77a992e3e8316d8d06805f83d4e85a
docking\outputs\HP-021_FXR_LBD_out.pdbqt,17163,3b47a410280cc0d585c04405e3bf88b084bfdb61accaf04ccec67e919e21fee1
docking\outputs\HP-021_KEAP1_KELCH_out.pdbqt,17163,ad8cc4dd6c65d64a93ab030c3554ac76fb8273b11802e8ae371503999504af0c
docking\outputs\HP-022_FXR_LBD_out.pdbqt,15228,665bf09fd74110f035d449d39cbff07887973b09fa25b4f398320e3232444ff2
docking\outputs\HP-022_KEAP1_KELCH_out.pdbqt,15228,1eafcec9ac4538200b4a5baf1f4fbb2d095ba5087d376ee9e733b22a49297500
docking\outputs\HP-023_FXR_LBD_out.pdbqt,17199,03385b4f0c7ddfa449aef093355be4d7006e32f679f5eba136fc6630c49262f4
docking\outputs\HP-023_KEAP1_KELCH_out.pdbqt,17199,f72e1fbb3727c2655902ba2b7aa7efd62fc543a5fc7dc4df678656e4007e1c1d
docking\outputs\HP-024_FXR_LBD_out.pdbqt,17379,58560b10be898895030df421385e4f1563995e1e1742cce928832ec8d52a0c13
docking\outputs\HP-024_KEAP1_KELCH_out.pdbqt,17379,f5b24938c737e5fe2eb3a041147e8fd01d972cab38e5d959562ceb4d86525ec3
docking\outputs\HP-025_FXR_LBD_out.pdbqt,19422,5d147328f480224443a2873f22de2a31e49d1ec14b9e8de8c49daaafca4c4f74
docking\outputs\HP-025_KEAP1_KELCH_out.pdbqt,19422,829732e83f923e63f079ae7e047404e11c62bac5d628845c16c05d21a6d746ad
docking\outputs\HP-026_FXR_LBD_out.pdbqt,20574,ef31ae3e23b9fce2e8ecda1e1df3d9a9a35655fab3b9da1a46c98d8274d9d72c
docking\outputs\HP-026_KEAP1_KELCH_out.pdbqt,20574,f6844b38500cc1588b9828df1ffae7d000b614292094c92b61b20458939d2dc4
docking\outputs\HP-027_FXR_LBD_out.pdbqt,26298,0ddf78ab82ba0a9634a59e3e4d4e4ec274a670f4fd57aa4583919bdcf210c1b5
docking\outputs\HP-027_KEAP1_KELCH_out.pdbqt,26298,3c2f1984c14882f7a895b89457cbebd66fdf8738cf45b3d3d628e103b4ffda4c
docking\outputs\HP-028_FXR_LBD_out.pdbqt,26289,8231defd12f56b86a3dc4773637755afd48b9548085ea2684520dc53d861f6ce
docking\outputs\HP-028_KEAP1_KELCH_out.pdbqt,26289,356b261021ed17733e4cafa15ae4173ca202d92b34576bdc58d62c332d3521b3
docking\outputs\HP-029_FXR_LBD_out.pdbqt,39924,e7faa85365a29d83b7f289644a2a4afcb7b89de82cfaaa1ff9e57f4ad1d8f0de
docking\outputs\HP-029_KEAP1_KELCH_out.pdbqt,39924,0e26149d4b60744656684bdb388fd97d1514b294ffbac55091e239bc075522e8
docking\outputs\HP-030_FXR_LBD_out.pdbqt,31536,249ea88337ed50365d2ec5e89989a9ab2ea6b81cb481ece13aab973b0bb3a930
docking\outputs\HP-030_KEAP1_KELCH_out.pdbqt,31536,7a009e6e3f4db9149a404f0ed86a3ce400a8207abb7ce5c70214ebac05467b54
docking\outputs\HP-031_FXR_LBD_out.pdbqt,21231,c847a01a43a1168432298603f9794365e15cef81d25b05fe61c9e19ebe08c625
docking\outputs\HP-031_KEAP1_KELCH_out.pdbqt,21231,c3f6124feb191bc35eb7ef6fd5885aa6f9c9a5f53e33882e50f5f88d6a4d2ad2
docking\outputs\HP-032_FXR_LBD_out.pdbqt,23508,afb1ab076f685bdf6208e6e943f59fc635be3bfe91ba5ab78d3ce684e857da0a
docking\outputs\HP-032_KEAP1_KELCH_out.pdbqt,23508,0e687aac7876d6774b1a46a9d5d9dee6750eb3cae8b5d972112b314e0c833b7f
docking\outputs\HP-033_FXR_LBD_out.pdbqt,20745,3f123ad2caa7f1aa2cdb0cc7adebb0de8dc1c42d4b4ebf1e0d8ac0f34e6dab15
docking\outputs\HP-033_KEAP1_KELCH_out.pdbqt,20745,7a84bd6d5c61c9efb5fe39f9894814b8af9215b94d423d68687de076a0e117c5
docking\outputs\HP-034_FXR_LBD_out.pdbqt,22392,b4fe4dd60b638d1534e3ef26411a4d2f10c837687ab91b511c2e9cd1e9a71344
docking\outputs\HP-034_KEAP1_KELCH_out.pdbqt,22392,9da0f2efb20a7281bb22bc52d01448da7ac454508e2344bcb05137cbe2517400
docking\outputs\HP-035_FXR_LBD_out.pdbqt,30033,3f01092dcecf3a5de18976573db3ce4e1774de1b3c5472470577ce0a6e9a8396
docking\outputs\HP-035_KEAP1_KELCH_out.pdbqt,30033,ae3fcadf2042a57527cac594a2cba519d5b6acd7b150851c71c0641c96ef6264
docking\outputs\HP-036_FXR_LBD_out.pdbqt,28683,96db95fdb04b756c0656d1a7c848805bc0f2c6ed68d9e1b13b02d3cc4f606e84
docking\outputs\HP-036_KEAP1_KELCH_out.pdbqt,28683,09b1064362ae754ea09796009bf297039287ee10b54fb344b1b24cc35cfdfd18
docking\outputs\HP-037_FXR_LBD_out.pdbqt,28953,d69c6c00e99db13d92fb7fab96ed9511e4dffb239f94bee1984c6635ab49a0a8
docking\outputs\HP-037_KEAP1_KELCH_out.pdbqt,28953,52c80ca935d0e4d009221578ba95efab7d72a61bff55ecf1af8e4fbe354fb714
docking\outputs\HP-038_FXR_LBD_out.pdbqt,14796,beb3c87492188cd64421813603318d7330f27c0c4e5fdbdc6348ba11955588e6
docking\outputs\HP-038_KEAP1_KELCH_out.pdbqt,33291,1f6009e00ba896c969ac1c72eb2932594af211c062a270289d3df46a5ff0efab
docking\outputs\HP-039_FXR_LBD_out.pdbqt,27480,9ab815dcda92f9a21094974e6dd510c23c7d5b0fb61f5c3082f5df21fe8ec07e
docking\outputs\HP-039_KEAP1_KELCH_out.pdbqt,61830,75e229b6c27f5b2ea2e353230d051dbb45a2527c6efab2ad4f7c8f71e9d66d5c
docking\outputs\HP-040_FXR_LBD_out.pdbqt,28696,117e05c55c5a771e8ec5aaecbc595956c3cdd3ea2990c87a59fc0cf8fadf08b0
docking\outputs\HP-040_KEAP1_KELCH_out.pdbqt,32283,152ba45584d0a8f1b3ded1677f685b3fb74a0a301e50d2caaad4e47c67098f20
docking\outputs\HP-041_FXR_LBD_out.pdbqt,21522,f9bdf9ec12fa71cf1a63b385752ec29fd792175eae654807d76ffee6a880222a
docking\outputs\HP-041_KEAP1_KELCH_out.pdbqt,32283,f6982751acaac9d534c785a0c461fe8bc6f0902475dd1424509da771e4d60460
docking\outputs\HP-042_FXR_LBD_out.pdbqt,22311,f7976bfbb6e1aefb5540d9c5c03c3d833ddae9538227d7ea0d75f77d1f65e8e3
docking\outputs\HP-042_KEAP1_KELCH_out.pdbqt,22311,f629230050ed6411910dd2bfe87364db8093f5bed750dff2b9a28e3e1d795e63
docking\outputs\HP-044_FXR_LBD_out.pdbqt,14103,d7123c78fac45e11f1a1a62b1e8e95cdb03b0f6e69ee41fce17272ab2364130f
docking\outputs\HP-044_KEAP1_KELCH_out.pdbqt,12536,1dd2f22328000e7070e8da267887eb461516c0efa6077d7161621d5961b36c51
docking\outputs\HP-045_FXR_LBD_out.pdbqt,13437,cbf6e6b87ccf14060b276dcfd7ac526375230eac74b0241b237a423782c91b83
docking\outputs\HP-045_KEAP1_KELCH_out.pdbqt,13437,e925f4dda0bf9a345524a841d8bce2e3d62507636881e1576b4b4e1251465d4f
docking\outputs\HP-046_FXR_LBD_out.pdbqt,15570,eedc70ee2f9f8318f542bbf32657a383431b2d6fc0ab2e500c6dbbc190a35644
docking\outputs\HP-046_KEAP1_KELCH_out.pdbqt,15570,85d2182de6756fcaf9918bdb8543fe8ff7f7f603f7935fbc92ded53221ed6ee4
docking\outputs\HP-047_FXR_LBD_out.pdbqt,15561,e154d6aecc3518bb9cffc408df3a322476a4ee9cc973bead8d277b20149453b1
docking\outputs\HP-047_KEAP1_KELCH_out.pdbqt,15561,8a273975280a77a32086572c6665ec07830e93b23263557cbdd0ae64a3003c57
docking\outputs\HP-048_FXR_LBD_out.pdbqt,16560,6bdf0fab03224950c1cb942cdf0fecc0fd37a81e7e33c8d440c1008d0c92505e
docking\outputs\HP-048_KEAP1_KELCH_out.pdbqt,16560,4af013195dc055cb9afa8c77876b3f6924c608c473fe9ab16da19c1e6ff552d1
docking\outputs\KEAP1_KELCH_IQK_redock_out.pdbqt,39438,d5a7ec499fe5b712c72b4241df2f84eacac7c39b9b2748d32d47d03fd51b7a47
docking\outputs\NV-001_FXR_LBD_out.pdbqt,11511,e0927fb775dfbdd9312008da218172708c200559f84fb97abb55fbcd215cdd56
docking\outputs\NV-001_KEAP1_KELCH_out.pdbqt,23022,1b76cf43fc3d5d47c1b6ca828559cf78b8555fcad41f64907eb93f8305fa23b9
docking\outputs\NV-002_FXR_LBD_out.pdbqt,26761,dc02f3834f47003a971a2bfa4043de1ef406219ad71a4942d9729cb7e8df5b59
docking\outputs\NV-002_KEAP1_KELCH_out.pdbqt,34407,58a603ccc0b195d453025ea4627f48cd912bbc89441bd37bd17f798768756f86
docking\outputs\NV-003_FXR_LBD_out.pdbqt,15792,a701a2a761178960cde5b2f97ecd1770d254f728eb58a8b0f0299a1a74b2411c
docking\outputs\NV-003_KEAP1_KELCH_out.pdbqt,35532,10d7c39304898d75d9d554146c45a02e7c3c0b431ea5eeb99b65bcc774271584
docking\outputs\NV-004_FXR_LBD_out.pdbqt,29148,e0ba4359b3ff7945e98cf2c3e48b1bc112792cdec01b73bb2caa8251df2cb4b2
docking\outputs\NV-004_KEAP1_KELCH_out.pdbqt,37476,626bd315cdae94be4e5b6ab1151af7550f8a60375ea90379e2ce403459b3b586
docking\outputs\NV-005_FXR_LBD_out.pdbqt,9627,26a24fa075b22544cb81f41fbdb24d54b92d004bfc084acafce8802423ee5426
docking\outputs\NV-005_KEAP1_KELCH_out.pdbqt,28881,1823b534242088021f9cb6a010ee83dabc34eb07c0fc08c6de64b1d8cd1b52f8
docking\outputs\NV-006_FXR_LBD_out.pdbqt,24525,e9ec06c05e3fad1dd315c2d2c482e94f654f2d170ddcf5e9593dd9ce14caa037
docking\outputs\NV-006_KEAP1_KELCH_out.pdbqt,24525,2a37a71d1b2370673973f2c5313e1fc4df077720bc5e3deabbdc6e3c843cb4bf
docking\outputs\NV-007_FXR_LBD_out.pdbqt,27756,53184977df2db1e2f5ef9d35e6f3c4cbe2323941785a08ee46e87a7ae2470fde
docking\outputs\NV-007_KEAP1_KELCH_out.pdbqt,27756,8ae6cd54be93c64667b806b827760d4b343e131c7de1bcf36f4cfa60840f56ce
docking\outputs\NV-008_FXR_LBD_out.pdbqt,7390,cf94fe49700d36b99d6348ca8514cd9150db48fd366fa1736633c562541f516b
docking\outputs\NV-008_KEAP1_KELCH_out.pdbqt,33255,23ddc770c34842882fe336157f5c5819627f08f35745405ef65c914166cd067e
docking\outputs\NV-009_FXR_LBD_out.pdbqt,27702,e2d1b239d5daf0a876c13642eb20aaad48e729d4e500ee5ec3a115efd720e873
docking\outputs\NV-009_KEAP1_KELCH_out.pdbqt,27702,5a0281b437843da9c1b17d248fbc0e6303d6e022d1ca27f8b5e97c5a3610fbdc
docking\outputs\NV-010_FXR_LBD_out.pdbqt,28332,0539419fd6d392003b0a572511ad978f3be262fc29e4a2528d45b2fc9abce138
docking\outputs\NV-010_KEAP1_KELCH_out.pdbqt,28332,1ff8f980df73b3b45ee4db6d315a5f0e3863673816e09d294a59421dce470a84
